from_station,to_station,speed(km/h),distance(m),travel_time(seconds)
Därstetten,Weissenburg,75,2191,105
Weissenburg,Oberwil im Simmental,75,4675,225
Oberwil im Simmental,Enge im Simmental,77,2250,105
Enge im Simmental,Boltigen,49,4105,300
Boltigen,Zweisimmen,73,9691,480
Brig,Lalden,116,9165,285
Lalden,Eggerberg,110,3219,105
Eggerberg,Ausserberg,62,4937,285
Ausserberg,Hohtenn,101,9649,345
Hohtenn,Goppenstein,54,6020,405
Goppenstein,Kandersteg,107,19219,645
Kandersteg,Frutigen,73,19400,960
Frutigen,Reichenbach im Kandertal,137,6279,165
Reichenbach im Kandertal,Mülenen,47,1359,105
Mülenen,Spiez,55,8282,540
Spiez,Thun,91,12101,480
Thun,Münsingen,111,16172,525
Münsingen,Bern,99,19771,720
Thun,Spiez,81,12101,540
Spiez,Mülenen,105,8282,285
Mülenen,Reichenbach im Kandertal,47,1359,105
Reichenbach im Kandertal,Frutigen,75,6279,300
Frutigen,Kandersteg,73,19400,960
Kandersteg,Goppenstein,96,19219,720
Goppenstein,Hohtenn,76,6020,285
Hohtenn,Ausserberg,86,9649,405
Ausserberg,Eggerberg,169,4937,105
Eggerberg,Lalden,110,3219,105
Lalden,Brig,50,9165,660
Bern,Münsingen,132,19771,540
Münsingen,Thun,97,16172,600
Thun,Spiez,81,12101,540
Spiez,Mülenen,105,8282,285
Mülenen,Reichenbach im Kandertal,47,1359,105
Reichenbach im Kandertal,Frutigen,75,6279,300
Frutigen,Kandersteg,73,19400,960
Kandersteg,Goppenstein,96,19219,720
Goppenstein,Hohtenn,76,6020,285
Hohtenn,Ausserberg,86,9649,405
Ausserberg,Eggerberg,169,4937,105
Eggerberg,Lalden,110,3219,105
Lalden,Brig,50,9165,660
Brig,Lalden,116,9165,285
Lalden,Eggerberg,110,3219,105
Eggerberg,Ausserberg,62,4937,285
Ausserberg,Hohtenn,101,9649,345
Hohtenn,Goppenstein,54,6020,405
Goppenstein,Kandersteg,107,19219,645
Kandersteg,Frutigen,73,19400,960
Frutigen,Reichenbach im Kandertal,137,6279,165
Reichenbach im Kandertal,Mülenen,47,1359,105
Mülenen,Spiez,55,8282,540
Spiez,Thun,91,12101,480
Thun,Münsingen,111,16172,525
Münsingen,Bern,99,19771,720
Bern,Konolfingen,115,26831,840
Konolfingen,Langnau i. E.,111,22127,720
Langnau i. E.,Trubschachen,73,7305,360
Trubschachen,Escholzmatt,100,11707,420
Escholzmatt,Schüpfheim,78,10427,480
Schüpfheim,Entlebuch,90,7482,300
Entlebuch,Wolhusen,56,8397,540
Wolhusen,Malters,127,12187,345
Malters,Luzern,80,16068,720
Luzern,Malters,110,16068,525
Malters,Wolhusen,91,12187,480
Wolhusen,Entlebuch,75,8397,405
Entlebuch,Schüpfheim,64,7482,420
Schüpfheim,Escholzmatt,104,10427,360
Escholzmatt,Trubschachen,100,11707,420
Trubschachen,Langnau i. E.,63,7305,420
Langnau i. E.,Konolfingen,111,22127,720
Konolfingen,Bern,85,26831,1140
Solothurn,Biberist Ost,88,6991,285
Biberist Ost,Gerlafingen,34,999,105
Gerlafingen,Wiler,72,2397,120
Wiler,Utzenstorf,86,2512,105
Utzenstorf,Aefligen,90,4104,165
Aefligen,Kirchberg-Alchenflüh,40,2503,225
Kirchberg-Alchenflüh,Burgdorf Buchmatt,133,3881,105
Burgdorf Buchmatt,Burgdorf,16,1302,300
Burgdorf,Burgdorf Steinhof,77,2244,105
Burgdorf Steinhof,Oberburg,62,1801,105
Oberburg,Hasle-Rüegsau,61,4055,240
Hasle-Rüegsau,Walkringen,89,9982,405
Walkringen,Biglen,46,3621,285
Biglen,Grosshöchstetten,99,2887,105
Grosshöchstetten,Konolfingen,42,4951,420
Konolfingen,Oberdiessbach,78,5199,240
Oberdiessbach,Heimberg,77,6075,285
Heimberg,Lädeli,84,1048,45
Lädeli,Steffisburg,99,1243,45
Steffisburg,Thun,31,2621,300
Thun,Steffisburg,90,2621,105
Steffisburg,Lädeli,43,1243,105
Lädeli,Heimberg,36,1048,105
Heimberg,Oberdiessbach,54,6075,405
Oberdiessbach,Konolfingen,52,5199,360
Konolfingen,Grosshöchstetten,79,4951,225
Grosshöchstetten,Biglen,63,2887,165
Biglen,Walkringen,79,3621,165
Walkringen,Hasle-Rüegsau,67,9982,540
Hasle-Rüegsau,Oberburg,88,4055,165
Oberburg,Burgdorf Steinhof,62,1801,105
Burgdorf Steinhof,Burgdorf,34,2244,240
Burgdorf,Burgdorf Buchmatt,104,1302,45
Burgdorf Buchmatt,Kirchberg-Alchenflüh,78,3881,180
Kirchberg-Alchenflüh,Aefligen,86,2503,105
Aefligen,Utzenstorf,90,4104,165
Utzenstorf,Wiler,40,2512,225
Wiler,Gerlafingen,82,2397,105
Gerlafingen,Biberist Ost,34,999,105
Biberist Ost,Solothurn,60,6991,420
Wettingen,Baden,45,2237,180
Baden,Turgi,100,6688,240
Turgi,Brugg AG,79,5290,240
Brugg AG,Wildegg,105,10485,360
Wildegg,Aarau,129,12861,360
Aarau,Olten,108,17955,600
Olten,Aarau,120,17955,540
Aarau,Wildegg,129,12861,360
Wildegg,Brugg AG,90,10485,420
Brugg AG,Turgi,85,5290,225
Turgi,Baden,80,6688,300
Baden,Wettingen,67,2237,120
Zürich HB,Lenzburg,139,44141,1140
Lenzburg,Aarau,116,13541,420
Aarau,Lenzburg,135,13541,360
Lenzburg,Zürich HB,120,44155,1320
St. Gallen,St. Gallen St. Fiden,64,2949,165
St. Gallen St. Fiden,Rorschach,78,16870,780
Rorschach,Rheineck,117,9770,300
Rheineck,St. Margrethen,123,6174,180
St. Margrethen,Heerbrugg,77,6438,300
Heerbrugg,Altstätten SG,113,8954,285
Altstätten SG,Buchs SG,96,27068,1020
Buchs SG,Sargans,101,18430,660
Sargans,Bad Ragaz,93,7745,300
Bad Ragaz,Maienfeld,97,2816,105
Maienfeld,Landquart,59,4946,300
Landquart,Chur,83,13841,600
Chur,Landquart,92,13841,540
Landquart,Maienfeld,79,4946,225
Maienfeld,Bad Ragaz,56,2816,180
Bad Ragaz,Sargans,93,7745,300
Sargans,Buchs SG,101,18430,660
Buchs SG,Altstätten SG,108,27068,900
Altstätten SG,Heerbrugg,107,8954,300
Heerbrugg,St. Margrethen,77,6438,300
St. Margrethen,Rheineck,123,6174,180
Rheineck,Rorschach,117,9770,300
Rorschach,St. Gallen St. Fiden,86,16870,705
St. Gallen St. Fiden,St. Gallen,44,2949,240
Zürich HB,Pfäffikon SZ,109,41652,1380
Pfäffikon SZ,Lachen,133,8306,225
Lachen,Siebnen-Wangen,85,5684,240
Siebnen-Wangen,Ziegelbrücke,125,18811,540
Ziegelbrücke,Nieder- und Oberurnen,65,1894,105
Nieder- und Oberurnen,Näfels-Mollis,42,2821,240
Näfels-Mollis,Netstal,90,4137,165
Netstal,Glarus,50,3315,240
Glarus,Ennenda,78,975,45
Ennenda,Mitlödi,46,2906,225
Mitlödi,Schwanden GL,32,1594,180
Schwanden GL,Mitlödi,55,1594,105
Mitlödi,Ennenda,63,2906,165
Ennenda,Glarus,20,975,180
Glarus,Netstal,72,3315,165
Netstal,Näfels-Mollis,50,4137,300
Näfels-Mollis,Nieder- und Oberurnen,97,2821,105
Nieder- und Oberurnen,Ziegelbrücke,23,1894,300
Ziegelbrücke,Siebnen-Wangen,141,18811,480
Siebnen-Wangen,Lachen,124,5684,165
Lachen,Pfäffikon SZ,83,8306,360
Pfäffikon SZ,Zürich HB,109,41652,1380
Sissach,Itingen,99,2880,105
Itingen,Lausen,91,2647,105
Lausen,Liestal,59,3936,240
Liestal,Frenkendorf-Füllinsdorf,87,2533,105
Frenkendorf-Füllinsdorf,Pratteln,69,4582,240
Pratteln,Muttenz,109,5016,165
Muttenz,Basel SBB,45,6750,540
Schaffhausen,Neuhausen,56,2563,165
Neuhausen,Jestetten,88,7323,300
Jestetten,Rafz,91,8732,345
Rafz,Hüntwangen-Wil,85,4255,180
Hüntwangen-Wil,Eglisau,53,1533,105
Eglisau,Glattfelden,106,3081,105
Glattfelden,Bülach,36,3592,360
Bülach,Niederglatt,127,5832,165
Niederglatt,Glattbrugg,81,9504,420
Glattbrugg,Zürich Oerlikon,55,2741,180
Zürich Oerlikon,Zürich Hardbrücke,125,5718,165
Zürich Hardbrücke,Zürich HB,31,2589,300
Zürich HB,Zürich Stadelhofen,58,1924,120
Niederweningen,Niederweningen Dorf,119,1483,45
Niederweningen Dorf,Schöfflisdorf-Oberweningen,75,3455,165
Schöfflisdorf-Oberweningen,Steinmaur,88,4025,165
Steinmaur,Dielsdorf,38,1744,165
Dielsdorf,Niederhasli,115,3367,105
Niederhasli,Glattbrugg,84,9836,420
Glattbrugg,Zürich Oerlikon,55,2741,180
Zürich Oerlikon,Zürich Hardbrücke,125,5718,165
Zürich Hardbrücke,Zürich HB,31,2589,300
Zürich HB,Zürich Stadelhofen,58,1924,120
Schaffhausen,Neuhausen,56,2563,165
Neuhausen,Rafz,90,16055,645
Rafz,Eglisau,73,5788,285
Eglisau,Bülach,67,6673,360
Bülach,Oberglatt,98,8164,300
Oberglatt,Zürich Oerlikon,85,9913,420
Zürich Oerlikon,Zürich Hardbrücke,125,5718,165
Zürich Hardbrücke,Zürich HB,31,2589,300
Zürich HB,Zürich Stadelhofen,58,1924,120
Ziegelbrücke,Bilten,132,3840,105
Bilten,Reichenburg,92,5765,225
Reichenburg,Schübelbach-Buttikon,108,4934,165
Schübelbach-Buttikon,Siebnen-Wangen,54,4272,285
Siebnen-Wangen,Lachen,124,5684,165
Lachen,Altendorf,117,3419,105
Altendorf,Pfäffikon SZ,49,4887,360
Pfäffikon SZ,Richterswil,138,8629,225
Richterswil,Wädenswil,52,4359,300
Wädenswil,Au ZH,91,4175,165
Au ZH,Horgen,84,5619,240
Horgen,Zürich Enge,93,14002,540
Zürich Enge,Zürich Wiedikon,115,1438,45
Zürich Wiedikon,Zürich Altstetten,54,7148,480
Stein am Rhein,Stammheim,89,10363,420
Stammheim,Ossingen,96,9583,360
Ossingen,Thalheim-Altikon,96,9640,360
Thalheim-Altikon,Dinhard,67,1950,105
Dinhard,Seuzach,63,2873,165
Seuzach,Oberwinterthur,72,4521,225
Oberwinterthur,Winterthur,56,4667,300
Muri AG,Boswil-Bünzen,94,4310,165
Boswil-Bünzen,Wohlen AG,74,7110,345
Wohlen AG,Dottikon-Dintikon,101,4608,165
Dottikon-Dintikon,Hendschiken,124,3617,105
Hendschiken,Othmarsingen,32,2674,300
Othmarsingen,Mägenwil,83,2428,105
Mägenwil,Mellingen Heitersberg,74,4926,240
Mellingen Heitersberg,Dietikon,138,15516,405
Dietikon,Zürich Altstetten,117,9731,300
Zürich Altstetten,Zürich HB,44,5813,480
Waldshut,Koblenz,59,4902,300
Koblenz,Klingnau,76,3484,165
Klingnau,Döttingen,35,1153,120
Döttingen,Siggenthal-Würenlingen,102,6368,225
Siggenthal-Würenlingen,Turgi,49,4072,300
Turgi,Baden,80,6688,300
Baden,Wettingen,45,2237,180
Wettingen,Dietikon,108,12161,405
Dietikon,Zürich Altstetten,86,9731,405
Zürich Altstetten,Zürich Hardbrücke,111,3232,105
Zürich Hardbrücke,Zürich HB,39,2586,240
Zürich HB,Zürich Stadelhofen,38,1924,180
St. Gallen,St. Gallen Winkeln,132,8238,225
St. Gallen Winkeln,Gossau SG,70,5523,285
Gossau SG,Hauptwil,72,9261,465
Hauptwil,Bischofszell Stadt,50,5021,360
Bischofszell Stadt,Bischofszell Nord,88,4040,165
Bischofszell Nord,Kradolf,91,5658,225
Kradolf,Sulgen,40,2656,240
Sulgen,Bürglen,136,3970,105
Bürglen,Weinfelden,67,5574,300
Weinfelden,Bürglen,122,5574,165
Bürglen,Sulgen,60,3970,240
Sulgen,Kradolf,91,2656,105
Kradolf,Bischofszell Nord,91,5658,225
Bischofszell Nord,Sitterdorf,57,1664,105
Sitterdorf,Bischofszell Stadt,48,2376,180
Bischofszell Stadt,Hauptwil,80,5021,225
Hauptwil,Gossau SG,62,9261,540
Gossau SG,St. Gallen Winkeln,121,5523,165
St. Gallen Winkeln,St. Gallen,82,8238,360
Lugano FLP,Sorengo,130,1620,45
Sorengo,Sorengo Laghetto,37,464,45
Sorengo Laghetto,Cappella-Agnuzzo,24,1122,165
Cappella-Agnuzzo,Bioggio Molinazzo,48,3026,225
Bioggio Molinazzo,Bioggio,24,689,105
Bioggio,Serocca,50,623,45
Serocca,Agno,34,1567,165
Agno,Magliaso Paese,40,1844,165
Magliaso Paese,Magliaso,27,775,105
Magliaso,Caslano,91,1132,45
Caslano,Ponte Tresa,28,1856,240
Lugano FLP,Sorengo,130,1620,45
Sorengo,Sorengo Laghetto,37,464,45
Sorengo Laghetto,Cappella-Agnuzzo,24,1122,165
Cappella-Agnuzzo,Bioggio Molinazzo,48,3026,225
Bioggio Molinazzo,Bioggio,24,689,105
Bioggio,Serocca,50,623,45
Serocca,Agno,34,1567,165
Agno,Magliaso Paese,40,1844,165
Magliaso Paese,Magliaso,27,775,105
Magliaso,Caslano,91,1132,45
Caslano,Ponte Tresa,28,1856,240
Ponte Tresa,Caslano,64,1856,105
Caslano,Magliaso,25,1132,165
Magliaso,Magliaso Paese,62,775,45
Magliaso Paese,Agno,40,1844,165
Agno,Serocca,34,1567,165
Serocca,Bioggio,50,623,45
Bioggio,Bioggio Molinazzo,55,689,45
Bioggio Molinazzo,Cappella-Agnuzzo,32,3026,345
Cappella-Agnuzzo,Sorengo Laghetto,90,1122,45
Sorengo Laghetto,Sorengo,37,464,45
Sorengo,Lugano FLP,32,1620,180
Ponte Tresa,Caslano,64,1856,105
Caslano,Magliaso,25,1132,165
Magliaso,Magliaso Paese,62,775,45
Magliaso Paese,Agno,40,1844,165
Agno,Serocca,34,1567,165
Serocca,Bioggio,50,623,45
Bioggio,Bioggio Molinazzo,55,689,45
Bioggio Molinazzo,Cappella-Agnuzzo,32,3026,345
Cappella-Agnuzzo,Sorengo Laghetto,90,1122,45
Sorengo Laghetto,Sorengo,37,464,45
Sorengo,Lugano FLP,32,1620,180
Yverdon-les-Bains,Ependes,115,7637,240
Ependes,Essert-Pittet,132,3856,105
Essert-Pittet,Chavornay,51,2341,165
Chavornay,Bavois,90,2629,105
Bavois,Eclépens,127,3713,105
Eclépens,Cossonay,78,7793,360
Cossonay,Vufflens-la-Ville,128,3739,105
Vufflens-la-Ville,Bussigny,104,4770,165
Bussigny,Renens VD,47,3149,240
Renens VD,Lausanne,61,6090,360
Lausanne,Pully,106,3518,120
Pully,Lutry,117,3411,105
Lutry,Villette VD,78,2275,105
Villette VD,Cully,44,2022,165
Cully,Epesses,191,2392,45
Epesses,Rivaz,106,4873,165
Rivaz,St-Saphorin,48,1404,105
St-Saphorin,Vevey,79,5244,240
Vevey,La Tour-de-Peilz,166,2069,45
La Tour-de-Peilz,Burier,74,2145,105
Burier,Clarens,66,1930,105
Clarens,Montreux,33,2182,240
Montreux,Territet,144,1799,45
Territet,Veytaux-Chillon,38,1104,105
Veytaux-Chillon,Villeneuve,35,2312,240
Villeneuve,Veytaux-Chillon,79,2312,105
Veytaux-Chillon,Territet,38,1104,105
Territet,Montreux,62,1799,105
Montreux,Clarens,175,2182,45
Clarens,Burier,66,1930,105
Burier,La Tour-de-Peilz,74,2145,105
La Tour-de-Peilz,Vevey,31,2069,240
Vevey,St-Saphorin,114,5244,165
St-Saphorin,Rivaz,112,1404,45
Rivaz,Epesses,106,4873,165
Epesses,Cully,48,2392,180
Cully,Villette VD,69,2022,105
Villette VD,Lutry,182,2275,45
Lutry,Pully,55,3411,225
Pully,Lausanne,53,3518,240
Lausanne,Renens VD,73,6090,300
Renens VD,Bussigny,108,3149,105
Bussigny,Vufflens-la-Ville,104,4770,165
Vufflens-la-Ville,Cossonay,75,3739,180
Cossonay,Eclépens,125,7793,225
Eclépens,Bavois,127,3713,105
Bavois,Chavornay,39,2629,240
Chavornay,Essert-Pittet,80,2341,105
Essert-Pittet,Ependes,84,3856,165
Ependes,Yverdon-les-Bains,76,7637,360
Rhäzüns,Bonaduz,46,1328,105
Bonaduz,Reichenau-Tamins,79,5297,240
Reichenau-Tamins,Ems Werk,152,1899,45
Ems Werk,Domat/Ems,91,2664,105
Domat/Ems,Felsberg,115,3360,105
Felsberg,Chur West,118,3456,105
Chur West,Chur,24,1997,300
Chur,Chur Wiesental,89,1116,45
Chur Wiesental,Untervaz-Trimmis,62,7197,420
Untervaz-Trimmis,Zizers,64,1881,105
Zizers,Igis,65,1902,105
Igis,Landquart Ried,75,936,45
Landquart Ried,Landquart,29,1439,180
Landquart,Malans,100,2906,105
Malans,Seewis-Valzeina,104,6507,225
Seewis-Valzeina,Grüsch,54,1583,105
Grüsch,Schiers,60,5022,300
Schiers,Grüsch,110,5022,165
Grüsch,Seewis-Valzeina,54,1583,105
Seewis-Valzeina,Malans,104,6507,225
Malans,Landquart,44,2906,240
Landquart,Landquart Ried,115,1439,45
Landquart Ried,Igis,75,936,45
Igis,Zizers,65,1902,105
Zizers,Untervaz-Trimmis,28,1881,240
Untervaz-Trimmis,Chur Wiesental,91,7197,285
Chur Wiesental,Chur,22,1116,180
Chur,Chur West,160,1997,45
Chur West,Felsberg,118,3456,105
Felsberg,Domat/Ems,73,3360,165
Domat/Ems,Ems Werk,213,2664,45
Ems Werk,Reichenau-Tamins,38,1899,180
Reichenau-Tamins,Bonaduz,67,5297,285
Bonaduz,Rhäzüns,27,1328,180
Fribourg,Düdingen,112,6984,225
Düdingen,Schmitten,93,7719,300
Schmitten,Wünnewil,114,3315,105
Wünnewil,Flamatt,83,5215,225
Flamatt,Thörishaus Dorf,124,3607,105
Thörishaus Dorf,Niederwangen,103,4735,165
Niederwangen,Bern Bümpliz Süd,35,2344,240
Bern Bümpliz Süd,Bern,62,5147,300
Bern,Bern Wankdorf,81,3694,165
Bern Wankdorf,Ostermundigen,243,3039,45
Ostermundigen,Gümligen,58,3650,225
Gümligen,Rubigen,133,6108,165
Rubigen,Münsingen,52,3280,225
Münsingen,Wichtrach,80,3657,165
Wichtrach,Kiesen,88,2573,105
Kiesen,Uttigen,63,2865,165
Uttigen,Thun,61,7077,420
Fribourg,Düdingen,112,6984,225
Düdingen,Schmitten,93,7719,300
Schmitten,Wünnewil,114,3315,105
Wünnewil,Flamatt,83,5215,225
Flamatt,Thörishaus Dorf,124,3607,105
Thörishaus Dorf,Niederwangen,103,4735,165
Niederwangen,Bern Bümpliz Süd,35,2344,240
Bern Bümpliz Süd,Bern,62,5147,300
Bern,Bern Wankdorf,81,3694,165
Bern Wankdorf,Ostermundigen,243,3039,45
Ostermundigen,Gümligen,58,3650,225
Gümligen,Rubigen,133,6108,165
Rubigen,Münsingen,52,3280,225
Münsingen,Wichtrach,80,3657,165
Wichtrach,Kiesen,88,2573,105
Kiesen,Uttigen,63,2865,165
Uttigen,Thun,61,7077,420
Thun,Uttigen,113,7077,225
Uttigen,Kiesen,98,2865,105
Kiesen,Wichtrach,56,2573,165
Wichtrach,Münsingen,59,3657,225
Münsingen,Rubigen,112,3280,105
Rubigen,Gümligen,77,6108,285
Gümligen,Ostermundigen,125,3650,105
Ostermundigen,Bern Wankdorf,104,3039,105
Bern Wankdorf,Bern,37,3694,360
Bern,Bern Bümpliz Süd,82,5147,225
Bern Bümpliz Süd,Niederwangen,80,2344,105
Niederwangen,Thörishaus Dorf,103,4735,165
Thörishaus Dorf,Flamatt,58,3607,225
Flamatt,Wünnewil,114,5215,165
Wünnewil,Schmitten,66,3315,180
Schmitten,Düdingen,124,7719,225
Düdingen,Fribourg,60,6984,420
Thun,Uttigen,113,7077,225
Uttigen,Kiesen,98,2865,105
Kiesen,Wichtrach,56,2573,165
Wichtrach,Münsingen,59,3657,225
Münsingen,Rubigen,112,3280,105
Rubigen,Gümligen,77,6108,285
Gümligen,Ostermundigen,125,3650,105
Ostermundigen,Bern Wankdorf,104,3039,105
Bern Wankdorf,Bern,37,3694,360
Bern,Bern Bümpliz Süd,82,5147,225
Bern Bümpliz Süd,Niederwangen,80,2344,105
Niederwangen,Thörishaus Dorf,103,4735,165
Thörishaus Dorf,Flamatt,58,3607,225
Flamatt,Wünnewil,114,5215,165
Wünnewil,Schmitten,66,3315,180
Schmitten,Düdingen,124,7719,225
Düdingen,Fribourg,60,6984,420
Laufenburg,Stein-Säckingen,128,12809,360
Stein-Säckingen,Mumpf,123,4106,120
Mumpf,Möhlin,141,9372,240
Möhlin,Rheinfelden,145,4845,120
Rheinfelden,Rheinfelden Augarten,91,2641,105
Rheinfelden Augarten,Kaiseraugst,167,4873,105
Kaiseraugst,Pratteln Salina Raurica,66,1916,105
Pratteln Salina Raurica,Pratteln,51,2344,165
Pratteln,Muttenz,150,5016,120
Muttenz,Basel SBB,68,6750,360
Basel SBB,Muttenz,108,6750,225
Muttenz,Pratteln,100,5016,180
Pratteln,Pratteln Salina Raurica,80,2344,105
Pratteln Salina Raurica,Kaiseraugst,153,1916,45
Kaiseraugst,Rheinfelden Augarten,106,4873,165
Rheinfelden Augarten,Rheinfelden,53,2641,180
Rheinfelden,Möhlin,145,4845,120
Möhlin,Mumpf,187,9372,180
Mumpf,Stein-Säckingen,82,4106,180
Stein-Säckingen,Laufenburg,110,12809,420
Luzern,Ebikon,67,10965,585
Ebikon,Buchrain,143,1785,45
Buchrain,Root D4,79,2301,105
Root D4,Gisikon-Root,58,2678,165
Gisikon-Root,Rotkreuz,63,5280,300
Rotkreuz,Hünenberg Chämleten,102,4684,165
Hünenberg Chämleten,Hünenberg Zythus,46,577,45
Hünenberg Zythus,Cham,28,944,120
Cham,Cham Alpenblick,128,1603,45
Cham Alpenblick,Zug Chollermüli,49,1438,105
Zug Chollermüli,Zug Schutzengel,92,2683,105
Zug Schutzengel,Zug,42,1413,120
Zug,Baar Lindenpark,55,686,45
Baar Lindenpark,Baar Neufeld,41,508,45
Baar Neufeld,Baar,21,1025,180
Baar,Baar Neufeld,82,1025,45
Baar Neufeld,Baar Lindenpark,41,508,45
Baar Lindenpark,Zug,15,686,165
Zug,Zug Schutzengel,113,1413,45
Zug Schutzengel,Zug Chollermüli,92,2683,105
Zug Chollermüli,Cham Alpenblick,49,1438,105
Cham Alpenblick,Cham,128,1603,45
Cham,Hünenberg Zythus,76,944,45
Hünenberg Zythus,Rotkreuz,55,5261,345
Rotkreuz,Gisikon-Root,181,5280,105
Gisikon-Root,Root D4,58,2678,165
Root D4,Buchrain,79,2301,105
Buchrain,Ebikon,143,1785,45
Ebikon,Luzern,66,10965,600
Luzern,Ebikon,97,10965,405
Ebikon,Buchrain,61,1785,105
Buchrain,Root D4,79,2301,105
Root D4,Gisikon-Root,58,2678,165
Gisikon-Root,Rotkreuz,84,5280,225
Rotkreuz,Hünenberg Zythus,115,5261,165
Hünenberg Zythus,Cham,32,944,105
Cham,Cham Alpenblick,128,1603,45
Cham Alpenblick,Zug Chollermüli,49,1438,105
Zug Chollermüli,Zug Schutzengel,92,2683,105
Zug Schutzengel,Zug,48,1413,105
Zug,Baar Lindenpark,24,686,105
Baar Lindenpark,Baar Neufeld,41,508,45
Baar Neufeld,Baar,21,1025,180
Baar,Baar Neufeld,82,1025,45
Baar Neufeld,Baar Lindenpark,41,508,45
Baar Lindenpark,Zug,15,686,165
Zug,Zug Schutzengel,113,1413,45
Zug Schutzengel,Zug Chollermüli,92,2683,105
Zug Chollermüli,Cham Alpenblick,49,1438,105
Cham Alpenblick,Cham,55,1603,105
Cham,Hünenberg Zythus,76,944,45
Hünenberg Zythus,Hünenberg Chämleten,46,577,45
Hünenberg Chämleten,Rotkreuz,47,4684,360
Rotkreuz,Gisikon-Root,181,5280,105
Gisikon-Root,Root D4,58,2678,165
Root D4,Buchrain,79,2301,105
Buchrain,Ebikon,54,1785,120
Ebikon,Luzern,66,10965,600
Wil SG,Schwarzenbach SG,100,4590,165
Schwarzenbach SG,Algetshausen-Henau,105,4793,165
Algetshausen-Henau,Uzwil,46,2888,225
Uzwil,Flawil,95,7489,285
Flawil,Gossau SG,109,7246,240
Gossau SG,St. Gallen Winkeln,121,5523,165
St. Gallen Winkeln,St. Gallen Bruggen,111,3223,105
St. Gallen Bruggen,St. Gallen,50,5015,360
St. Gallen,St. Gallen St. Fiden,88,2949,120
St. Gallen St. Fiden,Mörschwil,77,6061,285
Mörschwil,Goldach,83,6546,285
Goldach,Rorschach Stadt,83,2431,105
Rorschach Stadt,Rorschach,37,1832,180
Rorschach,Staad,115,3358,105
Staad,Rheineck,103,6412,225
Rheineck,St. Margrethen,99,6174,225
St. Margrethen,Au SG,101,3352,120
Au SG,Heerbrugg,62,3086,180
Heerbrugg,Rebstein-Marbach,157,5244,120
Rebstein-Marbach,Altstätten SG,45,3710,300
Wil SG,Schwarzenbach SG,100,4590,165
Schwarzenbach SG,Algetshausen-Henau,105,4793,165
Algetshausen-Henau,Uzwil,46,2888,225
Uzwil,Flawil,90,7489,300
Flawil,Gossau SG,116,7246,225
Gossau SG,St. Gallen Winkeln,121,5523,165
St. Gallen Winkeln,St. Gallen Bruggen,111,3223,105
St. Gallen Bruggen,St. Gallen,50,5015,360
Altstätten SG,Rebstein-Marbach,81,3710,165
Rebstein-Marbach,Heerbrugg,66,5244,285
Heerbrugg,Au SG,106,3086,105
Au SG,St. Margrethen,50,3352,240
St. Margrethen,Rheineck,135,6174,165
Rheineck,Staad,140,6412,165
Staad,Rorschach,50,3358,240
Rorschach,Rorschach Stadt,63,1832,105
Rorschach Stadt,Goldach,73,2431,120
Goldach,Mörschwil,105,6546,225
Mörschwil,St. Gallen St. Fiden,63,6061,345
St. Gallen St. Fiden,St. Gallen,44,2949,240
St. Gallen,St. Gallen Bruggen,109,5015,165
St. Gallen Bruggen,St. Gallen Winkeln,111,3223,105
St. Gallen Winkeln,Gossau SG,66,5523,300
Gossau SG,Flawil,145,7246,180
Flawil,Uzwil,112,7489,240
Uzwil,Algetshausen-Henau,99,2888,105
Algetshausen-Henau,Schwarzenbach SG,105,4793,165
Schwarzenbach SG,Wil SG,55,4590,300
Zürich Triemli,Zürich Schweighof,75,936,45
Zürich Schweighof,Zürich Friesenberg,35,434,45
Zürich Friesenberg,Zürich Binz,71,1184,60
Zürich Binz,Zürich Selnau,72,2114,105
Zürich Selnau,Zürich HB SZU,17,857,180
Zürich HB SZU,Zürich Selnau,69,857,45
Zürich Selnau,Zürich Binz,46,2114,165
Zürich Binz,Zürich Friesenberg,41,1184,105
Zürich Friesenberg,Zürich Schweighof,35,434,45
Zürich Schweighof,Zürich Triemli,56,936,60
Zürich Triemli,Uitikon Waldegg,59,3697,225
Uitikon Waldegg,Ringlikon,51,1477,105
